Date,ChinaGold,ComexGold,Brent,BrentChinaGold,BrentComexGold,ChinaComexGold,¥÷¡£ªØ1,¥÷¡£ªØ2,¥÷¡£ªØ3
2008/5/30,-2.099097572,-2.091534756,2.07106599,0.589551975,0.809790179,0.796414568,r,R,R
2008/6/2,-1.957759607,-2.062629043,2.083248731,0.683758866,0.820667144,0.814984886,R,R,R
2008/6/3,-1.891666314,-2.120956641,1.908629442,0.685009933,0.82497104,0.80141615,R,R,R
2008/6/4,-1.978096005,-2.12973159,1.782741117,0.699063852,0.826878433,0.802353979,R,R,R
2008/6/5,-1.978096005,-2.171541638,2.058883249,0.659685472,0.762637898,0.803117142,R,R,R
2008/6/6,-1.970469856,-2.049724708,2.574111675,0.400100676,0.617953055,0.784491638,r,R,R
2008/6/10,-1.92979706,-2.191672402,2.235532995,0.370093759,0.513615881,0.769861917,r,r,R
2008/6/11,-1.92979706,-2.130763937,2.43857868,0.303566247,0.405660017,0.768900503,r,r,R
2008/6/12,-1.92979706,-2.184962147,2.492893401,0.230327952,0.22257057,0.759985262,U,U,R
2008/6/13,-1.92979706,-2.17928424,2.399492386,0.1305442,0.045997358,0.73684801,U,U,R
2008/6/16,-1.92979706,-2.110633173,2.42284264,0.006157596,-0.055058778,0.731217085,U,U,R
2008/6/17,-1.966656781,-2.107019959,2.372588832,-0.05497435,-0.054479966,0.745874312,U,U,R
2008/6/18,-1.982925899,-2.072952512,2.510659898,-0.060036171,-0.011310263,0.725966568,U,U,R
2008/6/19,-1.932339109,-2.017205781,2.285279188,-0.029114701,0.057842828,0.693332678,U,U,R
2008/6/20,-1.891666314,-2.019270475,2.430456853,-0.052874804,0.05083158,0.645008961,U,U,R
2008/6/23,-1.869296276,-2.104439092,2.483756345,-0.005024152,0.0603445,0.537993997,U,U,r
2008/6/24,-1.965385756,-2.08172746,2.511675127,-0.036967365,0.086375825,0.37299905,U,U,r
2008/6/25,-1.975553955,-2.129215416,2.403553299,0.093241147,0.172491125,0.12884991,U,U,U
2008/6/26,-1.975553955,-1.95836201,2.682741117,0.087766331,0.36303882,-0.133663594,U,r,U
2008/6/27,-1.848705673,-1.874741913,2.707106599,0.302422192,0.464149433,0.216062495,r,r,U
2008/6/30,-1.789984324,-1.89074329,2.682741117,0.319619792,0.541696329,0.511355893,r,r,r
2008/7/1,-1.762021777,-1.80660702,2.725380711,0.407278028,0.622233431,0.680815094,r,R,R
2008/7/2,-1.688302334,-1.794735031,2.907614213,0.636109236,0.71778821,0.783011661,R,R,R
2008/7/3,-1.688302334,-1.861321404,3,0.765072083,0.828402111,0.795052868,R,R,R
2008/7/7,-1.739143329,-1.885065382,2.786294416,0.796557559,0.847533978,0.799561614,R,R,R
2008/7/8,-1.739143329,-1.912938747,2.510152284,0.763420797,0.826263131,0.811587549,R,R,R
2008/7/9,-1.739143329,-1.885065382,2.517766497,0.726769203,0.773091733,0.827367651,R,R,R
2008/7/10,-1.739143329,-1.814865795,2.794416244,0.738706281,0.784862302,0.837034386,R,R,R
2008/7/11,-1.739143329,-1.718857536,2.91928934,0.750137824,0.833004428,0.841975078,R,R,R
2008/7/14,-1.739143329,-1.650722643,2.89035533,0.752714766,0.836529186,0.829737867,R,R,R
2008/7/15,-1.530695251,-1.624913971,2.627918782,0.620919245,0.734482627,0.860775584,R,R,R
2008/7/16,-1.558657798,-1.706985547,2.497969543,0.450222541,0.616076471,0.858006025,r,R,R
2008/7/17,-1.568825997,-1.664659326,2.238071066,0.205286255,0.379180469,0.861270216,U,r,R
2008/7/18,-1.589162395,-1.730213352,2.193401015,-0.036934145,0.194184413,0.857294904,U,U,R
2008/7/21,-1.551031649,-1.700275292,2.316243655,-0.180351551,0.070297512,0.854463825,U,U,R
2008/7/22,-1.504003728,-1.778217481,2.160913706,-0.333216925,-0.020492002,0.829851463,d,U,R
2008/7/23,-1.665423887,-1.91035788,1.944670051,-0.382107354,0.03690649,0.765674008,d,U,R
2008/7/24,-1.777274075,-1.912422574,2.003045685,-0.397470643,0.051197361,0.6917268,d,U,R
2008/7/25,-1.754395628,-1.888678596,1.905583756,-0.306066185,0.169986089,0.647041031,d,U,R
2008/7/28,-1.728212515,-1.883516862,1.972588832,-0.221558991,0.248787416,0.64371845,U,U,R
2008/7/29,-1.760750752,-1.941328286,1.813705584,-0.094833633,0.372674399,0.644265269,U,r,R
2008/7/30,-1.835741219,-2.0110117,2.036548223,0.029521635,0.428321675,0.711896366,U,r,R
2008/7/31,-1.83065712,-1.954232622,1.878172589,0.126413393,0.480453233,0.737464256,U,r,R
2008/8/1,-1.83065712,-1.97952512,1.888324873,0.20305013,0.592043324,0.76306156,U,r,R
2008/8/4,-1.83065712,-2.025464556,1.710659898,0.315639128,0.703547834,0.781696294,r,R,R
2008/8/5,-1.83065712,-2.136441844,1.559390863,0.397844404,0.787164999,0.786504732,r,R,R
2008/8/6,-1.83065712,-2.151927047,1.523857868,0.46696463,0.840868981,0.792118299,r,R,R
2008/8/7,-1.83065712,-2.177219546,1.56751269,0.557315398,0.888771821,0.803649989,r,R,R
2008/8/8,-1.83065712,-2.243805919,1.337563452,0.680998946,0.93236608,0.828697635,R,R,R
2008/8/11,-1.83065712,-2.431176875,1.304060914,0.827564132,0.951854571,0.839493745,R,R,R
2008/8/12,-1.83065712,-2.499827942,1.226903553,0.789070718,0.955419277,0.780099032,R,R,R
2008/8/13,-2.140787188,-2.413110805,1.344670051,0.75786434,0.965547499,0.786353964,R,R,R
2008/8/14,-2.140787188,-2.499827942,1.302538071,0.755906838,0.961689826,0.805179909,R,R,R
2008/8/15,-2.380756683,-2.614418445,1.297969543,0.71744135,0.948313188,0.824614863,R,R,R
2008/8/18,-2.440749057,-2.543702684,1.267005076,0.69237237,0.94596693,0.814093683,R,R,R
2008/8/19,-2.440749057,-2.484858913,1.333502538,0.649369328,0.941953482,0.793089802,R,R,R
2008/8/20,-2.326356819,-2.4889883,1.389847716,0.632573442,0.936135894,0.794278678,R,R,R
2008/8/21,-2.293310172,-2.37181693,1.684263959,0.562377362,0.90685007,0.786113494,r,R,R
2008/8/22,-2.293310172,-2.400722643,1.36751269,0.5506475,0.899622194,0.778037222,r,R,R
2008/8/25,-2.344151167,-2.439951824,1.373096447,0.518124325,0.884813634,0.765305094,r,R,R
2008/8/26,-2.344151167,-2.427563661,1.403553299,0.484115977,0.874782241,0.748730722,r,R,R
2008/8/27,-2.344151167,-2.397109429,1.484263959,0.430392809,0.869924007,0.731640642,r,R,R
2008/8/28,-2.491590052,-2.382656573,1.380203046,0.372334381,0.833134901,0.691962513,r,R,R
2008/8/29,-2.275515824,-2.390915348,1.374111675,0.278332096,0.768511152,0.667636173,U,R,R
2008/9/2,-2.275515824,-2.516345492,1.084263959,0.178186742,0.673372697,0.635108273,U,R,R
2008/9/3,-2.275515824,-2.528217481,1.070050761,0.109633589,0.642015563,0.57756455,U,R,r
2008/9/4,-2.275515824,-2.552993806,0.98071066,0.037882268,0.637760835,0.48160679,U,R,r
2008/9/5,-2.275515824,-2.554542326,0.868527919,-0.085870303,0.604355198,0.313445681,U,R,r
2008/9/8,-2.275515824,-2.5550585,0.835532995,-0.106867952,0.727134888,0.032875672,U,R,U
2008/9/9,-2.275515824,-2.608740537,0.678172589,-0.14803516,0.775066331,-0.068908152,U,R,U
2008/9/10,-2.275515824,-2.75946318,0.608629442,-0.238680696,0.835915001,-0.094467736,U,R,U
2008/9/11,-2.275515824,-2.84514797,0.541116751,-0.346506336,0.867584353,-0.241662788,d,R,U
2008/9/12,-2.275515824,-2.747075017,0.538071066,-0.494844977,0.889003879,-0.343203475,d,R,d
2008/9/16,-2.275515824,-2.663454921,0.113705584,-0.482288296,0.875627454,-0.405286859,d,R,d
2008/9/17,-2.405414566,-2.301617343,0.398984772,-0.315202171,0.654811141,-0.524141563,d,R,d
2008/9/18,-2.200271152,-2.06366139,0.416751269,-0.356357484,0.338597114,-0.189498147,d,r,U
2008/9/19,-2.211964581,-2.229353063,0.641116751,-0.375565395,0.2691057,-0.067460878,d,U,U
2008/9/22,-2.351777316,-2.005849966,0.96751269,-0.415426201,0.218942199,-0.153041973,d,U,U
2008/9/23,-2.008600602,-2.100825877,0.817258883,-0.335572541,0.179731785,0.15359276,d,U,U
2008/9/24,-2.084862094,-2.082759807,0.785279188,-0.295416023,0.159136222,0.281749354,U,U,U
2008/9/25,-2.034021099,-2.141087405,0.894416244,-0.20595924,0.173245382,0.366464922,U,U,r
2008/9/26,-2.084862094,-2.114246387,0.840609137,-0.124402319,0.185188652,0.428519177,U,U,r
2008/10/6,-2.084862094,-2.218513421,-0.16751269,-0.090607653,0.061045888,0.523630351,U,U,r
2008/10/7,-2.084862094,-2.137474191,-0.117766497,-0.175102275,-0.051252379,0.554732668,U,U,r
2008/10/8,-2.084862094,-2.009979353,-0.132994924,-0.235764938,-0.144233541,0.580784094,U,U,r
2008/10/9,-2.084862094,-2.11321404,-0.21928934,-0.276204708,-0.176203016,0.589930595,U,U,r
2008/10/10,-2.084862094,-2.256194081,-0.654314721,-0.313005555,-0.145135038,0.57666964,d,U,r
2008/10/13,-2.084862094,-2.341362698,-0.483248731,-0.331256564,-0.089348036,0.547487651,d,U,r
2008/10/14,-2.084862094,-2.354783207,-0.631979695,-0.338956886,-0.023907402,0.513056669,d,U,r
2008/10/15,-2.084862094,-2.358912595,-0.821319797,-0.344589044,0.045810671,0.468339417,d,U,r
2008/10/16,-2.115620896,-2.534411562,-1.048730964,-0.318306734,0.217189541,0.385293473,d,U,r
2008/10/17,-2.115620896,-2.619064006,-0.882233503,-0.294094383,0.440048219,0.2548978,U,r,U
2008/10/20,-2.377197814,-2.60615967,-0.758883249,-0.100376689,0.652579916,0.287487416,U,R,U
2008/10/21,-2.377197814,-2.717136958,-0.876142132,0.035833718,0.765703936,0.367367481,U,R,r
2008/10/22,-2.377197814,-2.886441844,-1.140101523,0.247162816,0.795193323,0.538915236,U,R,r
2008/10/23,-2.465152735,-2.989676531,-1.069035533,0.360147621,0.787624151,0.687819125,r,R,R
2008/10/24,-2.778587468,-2.908121129,-1.265482234,0.47896201,0.814934429,0.736292948,r,R,R
2008/10/27,-2.778587468,-2.843083276,-1.297969543,0.645070255,0.816978196,0.831338218,R,R,R
2008/10/28,-2.847477016,-2.855471438,-1.354822335,0.659786456,0.826856581,0.823862754,R,R,R
2008/10/29,-2.741473541,-2.785788025,-1.091878173,0.676052728,0.825102042,0.826207747,R,R,R
2008/10/30,-2.669533534,-2.866311081,-1.181218274,0.703146228,0.855842351,0.8297642,R,R,R
2008/10/31,-2.872897513,-2.971610461,-1.099492386,0.784453178,0.921360597,0.841364327,R,R,R
2008/11/3,-2.872897513,-2.927219546,-1.345177665,0.798676534,0.925074005,0.842094199,R,R,R
2008/11/4,-2.872897513,-2.769270475,-1.042639594,0.784269091,0.919078283,0.822360565,R,R,R
2008/11/5,-2.872897513,-2.84514797,-1.274619289,0.80404585,0.892792039,0.82852364,R,R,R
2008/11/6,-2.872897513,-2.897281487,-1.5,0.829999101,0.843353825,0.835168416,R,R,R
2008/11/7,-2.872897513,-2.836373021,-1.504060914,0.819126337,0.80269068,0.819158162,R,R,R
2008/11/10,-2.872897513,-2.749655884,-1.416243655,0.807381534,0.709555592,0.77076014,R,R,R
2008/11/11,-2.872897513,-2.849793531,-1.587309645,0.766898871,0.594648957,0.724039103,R,r,R
2008/11/12,-2.872897513,-2.907088782,-1.756852792,0.709879855,0.524260355,0.650318569,R,r,R
2008/11/13,-3,-3,-1.776142132,0.755219158,0.59554678,0.565230201,R,r,r
2008/11/14,-3,-2.779593944,-1.661928934,0.762534602,0.44626299,0.327827748,R,r,r
2008/11/17,-3,-2.805402615,-1.759898477,0.724723203,0.16420638,0.037285615,R,U,U
2008/11/18,-2.745795026,-2.860633173,-1.783756345,0.571497371,-0.024831389,-0.241020172,r,U,U
2008/11/19,-2.730542728,-2.847212663,-1.789847716,0.464832639,-0.028031742,-0.244290219,r,U,U
2008/11/20,-2.728000678,-2.782690984,-1.974619289,0.18379491,-0.001785778,0.134612155,U,U,U
2008/11/21,-2.694954031,-2.560220234,-1.918274112,0.024589474,-0.214769667,0.358092228,U,U,r
2008/11/24,-2.502012456,-2.412078458,-1.677664975,-0.077353803,-0.238691166,0.642076639,U,U,R
2008/11/25,-2.361945515,-2.412594632,-1.859390863,-0.21299887,-0.324873537,0.767320364,U,d,R
2008/11/26,-2.359403466,-2.498279422,-1.678172589,-0.268802969,-0.358057639,0.805651836,U,d,R
2008/11/28,-2.262805576,-2.458534067,-1.7,-0.333167339,-0.34615878,0.857557286,d,d,R
2008/12/1,-2.313900775,-2.673262216,-1.980203046,-0.405110796,-0.274246457,0.821816433,d,U,R
2008/12/2,-2.313900775,-2.638678596,-2.108629442,-0.472723745,-0.247659201,0.80344616,d,U,R
2008/12/3,-2.313900775,-2.703200275,-2.108629442,-0.546466096,-0.260012369,0.772548845,d,U,R
2008/12/4,-2.494132102,-2.729008947,-2.269035533,-0.533987767,-0.174608013,0.756080254,d,U,R
2008/12/5,-2.534804898,-2.797660014,-2.397969543,-0.479981894,-0.029355441,0.725987681,d,U,R
2008/12/8,-2.534804898,-2.710426703,-2.211167513,-0.448139333,0.024837181,0.713951617,d,U,R
2008/12/9,-2.534804898,-2.684618032,-2.307106599,-0.394318746,0.039725861,0.720772128,d,U,R
2008/12/10,-2.534804898,-2.50550585,-2.262944162,-0.343312441,0.025694501,0.696195391,d,U,R
2008/12/11,-2.31364657,-2.413626979,-2.00964467,-0.311223903,0.066852181,0.693146425,d,U,R
2008/12/12,-2.342880142,-2.444597385,-2.059390863,-0.272449179,0.142895412,0.637724648,U,U,R
2008/12/15,-2.161123586,-2.359428768,-2.151269036,-0.187824129,0.151616995,0.676477288,U,U,R
2008/12/16,-2.293310172,-2.326909842,-2.153299492,-0.083257482,0.165713776,0.680041855,U,U,R
2008/12/17,-2.242469178,-2.193737096,-2.104060914,-0.002244398,0.217930174,0.655948873,U,U,R
2008/12/18,-2.186289878,-2.234514797,-2.214213198,0.065453889,0.259843828,0.639111281,U,U,R
2008/12/19,-2.2691607,-2.354267034,-2.181725888,0.10047165,0.27458268,0.59468591,U,U,r
2008/12/22,-2.267381265,-2.303682037,-2.311167513,0.172454067,0.212647777,0.668412167,U,U,R
2008/12/23,-2.269923315,-2.350137646,-2.366497462,0.286972672,0.122330223,0.73810532,U,U,R
2008/12/24,-2.254925221,-2.299036476,-2.556852792,0.201827231,-0.02077976,0.753699679,U,U,R
2008/12/26,-2.211964581,-2.178768066,-2.46751269,0.163378001,-0.127660238,0.767809215,U,U,R
2008/12/29,-2.030970639,-2.157088782,-2.356852792,-0.0069546,-0.223569436,0.798802123,U,U,R
2008/12/30,-2.158581536,-2.165347557,-2.37715736,-0.064579525,-0.19542452,0.839489645,U,U,R
2008/12/31,-2.135703089,-2.076565726,-2.101015228,0.001673423,-0.053373799,0.87261112,U,U,R
2009/1/5,-2.135703089,-2.227804542,-1.896446701,0.124981449,0.101234748,0.918139802,U,U,R
2009/1/6,-2.135703089,-2.18238128,-1.850253807,0.204420513,0.171562356,0.915646418,U,U,R
2009/1/7,-2.135703089,-2.306779078,-2.087309645,0.151021714,0.060144629,0.891824462,U,U,R
2009/1/8,-2.135703089,-2.239676531,-2.147715736,0.172622341,0.069578112,0.86022807,U,U,R
2009/1/9,-2.135703089,-2.237611838,-2.160406091,0.119712863,-0.025178171,0.792792718,U,U,R
2009/1/12,-2.135703089,-2.414659326,-2.237055838,0.062548865,-0.057682469,0.602919769,U,U,R
2009/1/13,-2.135703089,-2.415691672,-2.139593909,0.16684674,-0.004077766,0.458178396,U,U,r
2009/1/14,-2.31364657,-2.477116311,-2.126903553,0.227762651,0.023425385,0.455272584,U,U,r
2009/1/15,-2.31364657,-2.482278045,-2.146700508,0.182676758,0.002831502,0.559349025,U,U,r
2009/1/16,-2.287971868,-2.314005506,-2.051269036,0.144617044,-0.004853789,0.554247988,U,U,r
2009/1/20,-2.199254332,-2.235547144,-2.201015228,0.165051697,-0.027958603,0.591841608,U,U,r
2009/1/21,-2.089946193,-2.260839642,-2.129949239,0.182981648,-0.021470764,0.582002146,U,U,r
2009/1/22,-2.069609795,-2.214384033,-2.111167513,0.215441089,-0.004245861,0.577625923,U,U,r
2009/1/23,-2.051815447,-2.020302822,-1.959898477,0.255920294,0.118017849,0.638715258,U,U,R
2009/2/2,-2.051815447,-1.991397109,-2.190862944,0.178678556,0.055736981,0.665582619,U,U,R
2009/2/3,-2.051815447,-2.067274604,-2.177664975,0.024540357,-0.00756287,0.692803028,U,U,R
2009/2/4,-2.051815447,-2.017721955,-2.174111675,-0.099692254,0.017012921,0.743794199,U,U,R
2009/2/5,-2.051815447,-1.955781142,-2.056852792,0.055658238,0.108904022,0.765175545,U,U,R
2009/2/6,-2.051815447,-1.954232622,-2.069543147,0.046844237,0.188348616,0.78394487,U,U,R
2009/2/9,-2.051815447,-2.065209911,-2.079187817,0.055840787,0.197011259,0.805786207,U,U,R
2009/2/10,-2.051815447,-1.955264969,-2.150761421,0.051393425,0.197621796,0.81158329,U,U,R
2009/2/11,-2.051815447,-1.799896765,-2.16751269,0.070657781,0.172850396,0.796550138,U,U,R
2009/2/12,-2.051815447,-1.775636614,-2.148730964,0.06536337,0.158090352,0.789890208,U,U,R
2009/2/13,-2.051815447,-1.811768754,-2.140609137,0.056246376,0.132723524,0.788297798,U,U,R
2009/2/17,-1.825318815,-1.680144529,-2.33248731,-0.300506465,-0.145305452,0.821815747,d,U,R
2009/2/18,-1.825318815,-1.624913971,-2.407614213,-0.533233831,-0.438917623,0.867718344,d,d,R
2009/2/19,-1.825318815,-1.633172746,-2.283756345,-0.587697734,-0.515212919,0.903886325,d,d,R
2009/2/20,-1.825318815,-1.500516173,-2.288832487,-0.655579374,-0.5881498,0.900314427,D,d,R
2009/2/23,-1.825318815,-1.537680661,-2.334517766,-0.756973712,-0.691950369,0.888377236,D,D,R
2009/2/24,-1.825318815,-1.669304886,-2.25786802,-0.751603938,-0.675484987,0.875098204,D,D,R
2009/2/25,-1.569588612,-1.686854783,-2.167005076,-0.617801168,-0.718227086,0.759301082,D,D,R
2009/2/26,-1.411218913,-1.806090847,-2.054314721,-0.272839288,-0.710556041,0.593849376,U,D,r
2009/2/27,-1.601872643,-1.80660702,-2.062436548,-0.144869173,-0.707464853,0.54831007,U,D,r
2009/3/2,-1.195144685,-1.819511356,-2.272588832,-0.174416138,-0.66708223,0.398854476,U,D,r
2009/3/3,-1.195144685,-1.955781142,-2.196954315,-0.158641045,-0.671493333,0.204219069,U,D,U
2009/3/4,-1.195144685,-1.991397109,-2.074111675,-0.027435136,-0.727979244,0.008287646,U,D,U
2009/3/5,-1.195144685,-1.882484515,-2.2,-0.031511605,-0.74677075,-0.104819785,U,D,U
2009/3/6,-1.195144685,-1.805574673,-2.13857868,0.074592755,-0.726762069,-0.167209395,U,D,U
2009/3/9,-1.195144685,-1.933069511,-2.175126904,0.162235593,-0.69846523,-0.297671478,U,D,U
