,ChinaGold,COMEXGold,Brent
106,5.054442231919672,4.535443909153475,2.8934010152284255
107,5.0523238571368045,4.464039917412251,2.8604060913705576
108,5.088336228445539,4.394356503785271,2.6082910321489
109,5.090454603228403,4.411562284927735,2.675972927241962
110,5.0205482353938065,4.385753613214039,2.612521150592216
111,5.07986272931407,4.328974535443908,2.735194585448392
112,5.1031648519256025,4.396077081899518,2.7580372250423
113,5.107401601491337,4.405540261527873,2.6159052453468687
114,5.086217853662672,4.433929800412939,3.011844331641285
115,5.096809727577004,4.393496214728149,2.931472081218274
116,5.050205482353939,4.417584308327598,3.2918781725888326
117,5.014193111045208,4.393496214728149,3.2893401015228427
118,5.111638351057068,4.323812801101171,3.2774957698815568
119,5.111638351057068,4.302305574673092,3.235194585448393
120,5.111638351057068,4.2283207157604945,3.1802030456852783
121,5.111638351057068,4.211114934618031,3.5736040609137056
122,5.111638351057068,4.292842395044735,3.5786802030456855
123,5.111638351057068,4.416724019270475,3.6184433164128595
124,5.111638351057068,4.443392980041294,3.7385786802030445
125,5.111638351057068,4.449415003441157,3.7436548223350243
126,5.111638351057068,4.4881280110117,3.8316412859560067
127,5.111638351057068,4.501892635925671,3.802876480541454
128,5.111638351057068,4.507914659325532,3.807952622673435
129,5.111638351057068,4.34273916035788,4.026226734348561
130,5.2175570902003985,4.415863730213351,4.063451776649745
131,5.2175570902003985,4.500172057811426,4.208121827411167
132,5.2175570902003985,4.45887818306951,4.146362098138748
133,5.190018218023133,4.449415003441157,4.085448392554991
134,5.240859212811931,4.47436338609773,4.108291032148899
135,5.198491717154599,4.384893324156916,4.395093062605752
136,5.198491717154599,4.427047487955955,4.413705583756344
137,5.073507604965472,4.463179628355126,4.528764805414551
138,4.5502690335974245,4.427047487955955,4.4754653130287645
139,4.5502690335974245,4.371128699242947,4.44585448392555
140,4.5502690335974245,4.415863730213351,4.431472081218274
141,4.660424522306488,4.135409497591191,4.670896785109982
142,4.694318518832353,4.110461114934617,4.832487309644669
143,4.694318518832353,4.064005505849966,4.740270727580372
144,4.618057026649155,4.122505161734344,4.639593908629441
145,4.717620641443886,4.042498279421887,4.554991539763113
146,4.707028767529553,4.222298692360633,4.567681895093062
147,4.728212515358218,4.1835856847900885,4.32741116751269
148,4.582044655340423,4.17842395044735,4.244500846023688
149,4.582044655340423,4.251548520302821,4.2478849407783414
150,4.582044655340423,4.2042326221610455,4.255499153976311
151,4.582044655340423,4.247247075017206,4.387478849407782
152,4.582044655340423,4.172401927047488,4.3299492385786795
153,4.582044655340423,4.188747419132829,4.141285956006768
154,4.582044655340423,4.188747419132829,4.11336717428088
155,4.582044655340423,4.157777013076393,4.178510998307952
156,4.582044655340423,4.131108052305574,4.254653130287648
157,4.582044655340423,4.207673778389539,4.191201353637902
158,4.582044655340423,4.192188575361321,4.220812182741116
159,4.582044655340423,4.224879559532004,4.16751269035533
160,4.582044655340423,4.22401927047488,4.066835871404399
161,4.488836164894294,4.302305574673092,4.088832487309643
162,4.452823793585563,4.255849965588437,4.055837563451775
163,4.452823793585563,4.074328974535446,3.9636209813874785
164,4.44223191967123,4.171541637990366,3.9678510998307948
165,4.44223191967123,4.122505161734344,3.7859560067681883
166,4.44223191967123,4.118203716448727,3.7504230118443305
167,4.3977460492310305,4.042498279421887,3.718274111675126
168,4.3977460492310305,4.033895388850654,3.6844331641285955
169,4.520611786637292,4.007226428079834,3.6277495769881556
170,4.520611786637292,4.14917412250516,3.7715736040609125
171,4.520611786637292,4.142291810048176,3.784263959390862
172,4.520611786637292,4.293702684101859,3.8011844331641287
173,4.529085285768757,4.305746730901582,3.7385786802030445
174,4.7027920179638185,4.281658637302133,3.756345177664974
175,4.687963394483751,4.287680660701996,3.9568527918781724
176,4.687963394483751,4.2618719889883,3.880710659898477
177,4.687963394483751,4.312629043358568,3.8350253807106585
178,4.687963394483751,4.25412938747419,3.8553299492385786
179,4.687963394483751,4.328114246386788,3.76565143824027
180,4.687963394483751,4.402959394356502,3.923011844331641
181,4.8616701266788125,4.378871300757053,3.983925549915397
182,4.834131254501549,4.443392980041294,3.9475465313028764
183,4.927339744947678,4.393496214728149,3.8223350253807107
184,4.872262000593145,4.402959394356502,3.781725888324872
185,4.872262000593145,4.40984170681349,3.8087986463620984
186,4.802355632758549,4.581039229181004,3.7191201353637897
187,4.802355632758549,4.608568479008946,4.014382402707275
188,4.802355632758549,4.605987611837579,3.9399323181049066
189,4.802355632758549,4.605987611837579,3.8510998307952624
190,4.802355632758549,4.670509291121817,4.313028764805414
191,4.802355632758549,4.704060564349621,4.246192893401014
192,4.802355632758549,4.672229869236064,4.16497461928934
193,4.802355632758549,4.69029593943565,4.188663282571912
194,4.802355632758549,4.71954576737784,4.26057529610829
195,4.802355632758549,4.661906400550585,4.219966159052453
196,4.802355632758549,4.548348245010324,4.181049069373942
197,4.802355632758549,4.646421197522368,4.362098138747884
198,4.802355632758549,4.597384721266346,4.227580372250422
199,4.728212515358218,4.654163799036477,4.208121827411167
200,4.740922764055417,4.7229869236063315,4.0972927241962775
201,4.662542897089355,4.7754645560908475,3.9636209813874785
202,4.662542897089355,4.806434962147282,4.032994923857867
203,4.891327373638945,4.7918100481761865,3.821489001692046
204,4.901919247553278,4.819339298004129,3.9644670050761412
205,4.914629496250478,4.830523055746731,3.993231810490693
206,4.815065881455747,4.882140399174123,3.854483925549915
207,4.774816760581282,5.07828630419821,4.065989847715735
208,4.776935135364149,5.055918788713008,4.133671742808797
209,4.776935135364149,5.022367515485202,4.060913705583755
210,4.796000508409947,5.062801101169994,4.109983079526225
211,4.759988137101218,5.052477632484514,4.109983079526225
212,4.7663432614498165,5.034411562284928,4.182741116751268
213,4.768461636232684,5.036992429456298,4.016920473773265
214,4.747277888404018,5.0326909841706815,4.018612521150591
215,4.757869762318351,4.996558843771506,4.010998307952622
216,4.819302631021482,5.004301445285616,4.137901861252115
217,4.865906876244547,5.047315898141775,4.2055837563451774
218,4.868025251027411,5.070543702684102,4.197969543147208
219,4.698555268398084,4.996558843771506,4.343485617597292
220,4.728212515358218,4.975051617343427,4.283417935702199
221,4.7155022666610185,4.984514796971784,4.350253807106598
222,4.770580011015551,4.968169304886441,4.348561759729272
223,4.872262000593145,4.98107364074329,4.276649746192893
224,4.872262000593145,5.218513420509291,4.259729272419627
225,4.872262000593145,5.2081899518238135,4.195431472081218
226,4.872262000593145,5.135925671025465,3.9737732656514373
227,4.8998008727704105,5.172057811424638,4.085448392554991
228,4.7663432614498165,5.096352374397798,3.847715736040609
229,4.7663432614498165,5.251204404679973,3.956006768189509
230,4.855315002330214,5.2004473503097035,3.9644670050761412
231,5.026903359742405,5.253785271851342,3.901861252115059
232,5.026903359742405,5.337233310392293,3.890016920473773
233,5.026903359742405,5.274432209222299,3.9619289340101513
234,5.0205482353938065,5.3759463179628355,3.9069373942470387
235,5.029021734525272,5.469717825189262,3.8832487309644668
236,5.029021734525272,5.505849965588437,3.8578680203045685
237,5.029021734525272,5.4783207157604945,3.697123519458544
238,4.990890988433676,5.45509291121817,3.683587140439932
239,4.990890988433676,5.448210598761182,3.781725888324872
240,4.990890988433676,5.362181693048864,3.7343485617597283
241,4.990890988433676,5.509291121816931,3.737732656514382
242,4.859551751895945,5.4172401927047495,3.6514382402707275
243,4.859551751895945,5.374225739848589,3.4492385786802027
244,4.855315002330214,5.345836200963523,3.3959390862944154
245,4.927339744947678,5.341534755677909,3.4043993231810488
246,4.840486378850147,5.410357880247764,3.363790186125211
247,4.86378850146168,5.279593943565038,3.5862944162436543
248,4.976062364953608,5.2692704748795585,3.523688663282572
249,5.026903359742405,5.4172401927047495,3.572758037225042
250,5.054442231919672,5.513592567102547,3.5736040609137056
251,4.999364487565141,5.483482450103235,3.6015228426395938
252,4.82565775537008,5.312284927735719,3.518612521150592
253,4.889208998856078,5.141947694425326,3.345177664974619
254,4.812947506672882,5.20991052993806,3.2292724196277494
255,4.887090624073212,5.151410874053681,3.2428087986463607
256,4.868025251027411,5.271851342050928,3.131133671742808
257,4.868025251027411,5.282174810736407,3.109983079526226
258,4.868025251027411,5.249483826565726,3.1818950930626047
259,4.868025251027411,5.244322092222987,3.0228426395939083
260,4.868025251027411,5.322608396421197,3.084602368866328
261,4.868025251027411,5.3518582243633865,3.2072758037225046
262,4.868025251027411,5.230557467309016,3.1861252115059226
263,4.868025251027411,5.227116311080524,3.087140439932318
264,4.868025251027411,5.220233998623536,3.0414551607445004
265,4.840486378850147,5.220233998623536,3.206429780033841
266,4.997246112782274,5.199587061252581,3.2783417935702195
267,5.024784984959541,5.412938747419133,3.351945854483925
268,5.0523238571368045,5.32088781830695,3.335871404399323
269,4.959115366690676,5.334652443220923,3.258037225042301
270,4.959115366690676,5.507570543702684,3.0862944162436543
271,4.999364487565141,5.320027529249828,2.9475465313028764
272,5.016311485828072,5.255505849965589,2.936548223350254
273,4.92522137016481,5.189263592567103,2.953468697123519
274,4.92522137016481,5.216792842395044,3.124365482233502
275,4.92522137016481,5.190123881624224,3.1835871404399327
276,4.874380375376012,5.253785271851342,3.297800338409475
277,5.012074736262341,5.394012388162421,3.3620981387478848
278,5.012074736262341,5.32088781830695,3.4433164128595593
279,5.003601237130876,5.4860633172746045,3.5338409475465316
280,4.982417489302208,5.446490020646937,3.4830795262267333
281,5.0713892301826045,5.3871300757054374,3.4805414551607434
282,5.134940473668602,5.5118719889883,3.6074450084602363
283,5.2175570902003985,5.466276668960772,3.598984771573604
284,5.181544718891668,5.556607019958706,3.6082910321489
285,5.14976909714867,5.373365450791466,3.5600676818950925
286,5.145532347582935,5.308843771507227,3.481387478849407
287,5.145532347582935,5.348417068134893,3.445854483925549
288,5.151887471931535,5.299380591878871,3.50507614213198
289,5.187899843240266,5.295939435650379,3.5109983079526215
290,5.242977587594798,5.3441156228492765,3.4915397631133676
291,4.999364487565141,5.393152099105301,3.5524534686971236
292,4.999364487565141,5.227976600137646,3.5008460236886636
293,4.999364487565141,5.196145905024087,3.495769881556684
294,4.999364487565141,5.147109428768065,3.4636209813874776
295,4.999364487565141,5.220233998623536,3.375634517766497
296,4.971825615387876,5.206469373709567,3.3620981387478848
297,4.971825615387876,5.2529249827942195,3.4001692047377317
298,4.971825615387876,5.169476944253269,3.380710659898477
299,4.971825615387876,5.207329662766689,3.2732656514382397
300,4.946405117993476,5.08602890571232,3.2986463620981388
301,5.0078379866966065,5.009463179628355,3.285956006768189
302,4.946405117993476,4.939779766001376,3.2622673434856173
303,4.948523492776343,4.926875430144529,3.3113367174280874
304,4.83836800406728,4.849449415003441,3.1615905245346863
305,4.874380375376012,4.771163110805231,3.131979695431472
306,4.901919247553278,4.7754645560908475,3.10321489001692
307,4.908274371901878,4.736751548520303,3.0059221658206425
308,4.865906876244547,4.7307295251204415,3.0059221658206425
309,4.808710757107147,4.684273916035787,2.990693739424703
310,4.745159513621151,4.672229869236064,2.99746192893401
311,4.679489895352286,4.673090158293187,2.9238578680203045
312,4.582044655340423,4.570715760495526,3.0
313,4.681608270135153,4.556951135581555,3.1142131979695424
314,4.719739016226751,4.599105299380593,3.005076142131979
315,4.815065881455747,4.595664143152099,2.903553299492386
316,4.908274371901878,4.738472126634548,2.8206429780033835
317,4.95064186755921,4.763420509291121,2.9593908629441623
318,4.9569969919078085,4.855471438403304,2.924703891708968
319,4.9569969919078085,4.889883000688231,3.032994923857867
320,5.037495233656739,4.843427391603578,3.019458544839255
321,5.187899843240266,4.917412250516174,2.9805414551607443
322,5.143413972800068,4.98107364074329,3.042301184433164
323,5.11799347540567,4.917412250516174,2.998307952622673
324,5.187899843240266,4.857192016517551,2.9052453468697115
325,5.134940473668602,4.963867859600825,2.9475465313028764
326,5.086217853662672,4.870956641431521,2.8324873096446694
327,5.001482862348008,4.862353750860288,2.875634517766497
328,5.001482862348008,4.884721266345492,2.9043993231810488
329,5.001482862348008,4.866655196145905,2.9847715736040605
330,5.001482862348008,4.845147969717825,3.0152284263959386
331,5.001482862348008,4.951823812801102,3.049915397631133
332,5.001482862348008,4.934618031658639,3.0126903553299487
333,5.001482862348008,4.840846524432209,3.0296108291032144
334,5.001482862348008,4.8924638678596,3.0786802030456846
335,5.001482862348008,4.78750860289057,2.892554991539763
336,5.001482862348008,4.827942188575362,2.7588832487309647
337,5.001482862348008,4.790949759119064,2.833333333333333
338,5.001482862348008,4.833964211975225,2.793570219966159
339,5.194254967588868,4.786648313833448,2.7546531302876476
340,5.194254967588868,4.771163110805231,2.6582064297800336
341,5.194254967588868,4.851169993117688,2.5854483925549907
342,5.067152480616872,4.8606331727460415,2.5761421319796947
343,5.13705884845147,4.889022711631107,2.49492385786802
344,5.13705884845147,4.87353750860289,2.5270727580372245
345,5.13705884845147,4.950963523743978,2.4830795262267342
346,5.13705884845147,4.8855815554026165,2.560913705583756
347,5.13705884845147,4.926875430144529,2.5380710659898478
348,5.215438715417533,4.994838265657261,2.532994923857868
349,5.215438715417533,5.079146593255334,2.4780033840947544
350,5.215438715417533,5.0086028905712325,2.4001692047377325
351,5.215438715417533,4.995698554714384,2.4585448392554987
352,5.215438715417533,4.961286992429457,2.4306260575296106
353,5.215438715417533,4.924294562973159,2.361252115059221
354,5.215438715417533,4.9096696490020655,2.509306260575296
355,5.291700207600729,4.949242945629731,2.50507614213198
356,5.338304452823794,5.054198210598761,2.5854483925549907
357,5.11799347540567,5.143668272539573,2.6345177664974617
358,5.1222302249714025,5.027529249827943,2.4517766497461926
359,5.139177223234335,4.98107364074329,2.415397631133671
360,5.278989958903531,5.059359944941502,2.403553299492385
361,5.236622463246198,5.147109428768065,2.3062605752961085
362,5.2747532093377965,5.121300757054369,2.3350253807106593
363,5.206965216286066,5.246902959394356,2.3468697123519453
364,5.206965216286066,5.316586373021336,2.3341793570219966
365,5.206965216286066,5.291637990364764,2.232656514382403
366,5.206965216286066,5.299380591878871,2.1962774957698814
367,5.206965216286066,5.483482450103235,2.1912013536379016
368,5.206965216286066,5.4860633172746045,2.251269035532995
369,5.206965216286066,5.3518582243633865,2.2267343485617594
370,5.206965216286066,5.381968341362699,2.157360406091371
371,5.206965216286066,5.346696490020646,2.0693739424703894
372,5.206965216286066,5.28045423262216,2.1040609137055837
373,5.206965216286066,5.254645560908465,2.072758037225042
374,5.206965216286066,5.119580178940124,1.9441624365482228
375,5.206965216286066,5.184962147281487,2.0406091370558377
376,5.206965216286066,5.161734342739161,2.0313028764805416
377,5.206965216286066,4.982794218857537,2.075296108291032
378,5.206965216286066,4.939779766001376,2.0439932318104903
379,5.206965216286066,4.969889883000688,2.088832487309644
380,5.206965216286066,4.945801789401239,2.0296108291032144
381,5.206965216286066,4.980213351686167,2.011844331641285
382,5.206965216286066,4.950963523743978,2.1015228426395938
383,5.206965216286066,4.9544046799724715,1.9585448392554987
384,4.914629496250478,4.905368203716449,1.89424703891709
385,5.111638351057068,4.813317274604266,1.939086294416243
386,5.111638351057068,4.901066758430833,1.9331641285956005
387,5.111638351057068,4.980213351686167,2.04906937394247
388,5.2112019658517985,4.939779766001376,2.0321489001692044
389,4.940049993644878,4.870096352374398,2.0998307952622675
390,4.940049993644878,4.724707501720578,2.0524534686971236
391,4.940049993644878,4.691156228492773,2.0719120135363784
392,4.940049993644878,4.707501720578115,2.0761421319796955
393,4.940049993644878,4.78750860289057,2.0414551607445004
394,4.918866245816212,4.770302821748107,2.0710659898477157
395,4.918866245816212,4.79525120440468,2.0219966159052456
396,5.10528322670847,4.794390915347556,2.0956006768189503
397,4.976062364953608,4.79783207157605,2.084602368866328
398,5.096809727577004,4.7307295251204415,1.99746192893401
399,4.916747871033345,4.610289057123193,1.953468697123519
400,5.033258484091006,4.640399174122505,1.8883248730964466
401,4.982417489302208,4.6765313145216805,1.7529610829103213
402,4.916747871033345,4.643840330350997,1.7072758037225046
403,4.976062364953608,4.520818995182381,1.812182741116751
404,4.993009363216541,4.549208534067446,1.8460236886632826
405,5.039613608439605,4.5586717136958015,1.7732656514382406
406,5.2175570902003985,4.491569167240193,1.7377326565143827
407,5.2175570902003985,4.440812112869924,1.779187817258883
408,5.2175570902003985,4.34790089470062,1.7377326565143827
409,5.2175570902003985,4.358224363386098,1.6802030456852792
410,5.2175570902003985,4.332415691672402,1.6615905245346871
411,5.2175570902003985,4.298004129387476,1.6074450084602367
412,5.2175570902003985,4.317790777701308,1.5930626057529609
413,5.2175570902003985,4.396937370956643,1.7115059221658209
414,5.2175570902003985,4.378871300757053,1.6844331641285955
415,5.2175570902003985,4.402099105299381,1.8384094754653129
416,5.2175570902003985,4.3780110116999325,1.8443316412859554
417,5.2175570902003985,4.547487955953201,1.6954314720812187
418,5.2175570902003985,4.577598072952513,1.6531302876480538
419,5.2175570902003985,4.621472814865795,1.6438240270727578
420,5.109519976274204,4.625774260151411,1.587986463620981
421,5.300173706732196,4.58534067446662,1.518612521150592
422,5.2112019658517985,4.687715072264281,1.494077834179357
423,5.2112019658517985,4.63351686166552,1.4670050761421316
424,5.2112019658517985,4.565554026152787,1.4331641285956005
425,5.2112019658517985,4.561252580867171,1.5346869712351947
426,5.226030589331866,4.564693737095665,1.6099830795262262
427,5.226030589331866,4.660185822436338,1.6489001692047376
428,5.338304452823794,4.660185822436338,1.6108291032148898
429,5.37219844934966,4.708362009635236,1.617597292724196
430,5.278989958903531,4.779766001376464,1.763113367174281
431,5.242977587594798,4.759119064005507,1.7267343485617594
432,5.317120704995129,4.772023399862354,1.7148900169204735
433,5.431512943269923,4.869236063317274,1.690355329949238
434,5.45269669109859,4.944941500344115,1.7072758037225046
435,5.437868067618525,5.011183757742602,1.8815566835871405
436,5.361606575435327,4.878699242945631,1.826565143824027
437,5.206965216286066,4.879559532002753,1.8671742808798646
438,5.249332711943397,4.760839642119752,1.924703891708968
439,5.230267338897598,4.7883688919476946,1.8976311336717426
440,5.306528831080796,4.687715072264281,1.9949238578680202
441,5.253569461509131,4.701479697178252,2.206429780033841
442,5.382790323263992,4.639538885065381,2.2225042301184432
443,5.319239079777996,4.679972470750172,2.1988155668358713
444,5.308647205863662,4.618031658637301,2.0837563451776644
445,5.215438715417533,4.7135237439779765,2.058375634517766
446,5.168834470194468,4.514796971782518,2.0109983079526224
447,5.39126382239546,4.453716448726773,2.025380710659898
448,5.39126382239546,4.433929800412939,1.9424703891708965
449,5.39126382239546,4.376290433585686,1.936548223350254
450,5.39126382239546,4.357364074328974,1.890016920473773
451,5.39126382239546,4.373709566414316,1.7639593908629436
452,5.39126382239546,4.422746042670338,1.8155668358714045
453,5.39126382239546,4.4451135581555405,1.7952622673434853
454,5.39126382239546,4.431348933241569,1.7343485617597292
455,5.39126382239546,4.529421885753614,1.9382402707275803
456,5.39126382239546,4.679972470750172,1.9103214890016922
457,5.401855696309792,4.782346868547833,2.0177664974619285
458,5.38490869804686,4.759119064005507,1.993231810490693
459,5.2620429606405965,4.741913282863042,2.025380710659898
460,5.533194932847521,4.748795595320027,2.04906937394247
461,5.550141931110454,4.857192016517551,2.006768189509306
462,5.514129559801719,4.936338609772882,2.037225042301184
463,5.543786806761854,4.904507914659327,2.124365482233502
464,5.5670889293733845,4.907949070887819,2.1192893401015223
465,5.564970554590521,4.983654507914659,2.2851099830795256
466,5.259924585857729,4.929456297315898,2.3248730964467006
467,5.259924585857729,4.9466620784583615,2.3697123519458545
468,5.259924585857729,4.936338609772882,2.3671742808798646
469,5.259924585857729,4.8313833448038555,2.3984771573604053
470,5.259924585857729,4.659325533379215,2.3773265651438233
471,5.259924585857729,4.6687887130075705,2.314720812182741
472,5.259924585857729,4.647281486579491,2.2851099830795256
473,5.259924585857729,4.678251892635926,2.2402707275803717
474,5.259924585857729,4.61200963523744,2.11082910321489
475,5.251451086726264,4.561252580867171,2.121827411167512
476,5.266279710206331,4.653303509979354,2.0761421319796955
477,5.329830953692329,4.685134205092911,1.983925549915397
478,5.187899843240266,4.667068134893324,1.9348561759729268
479,5.1794263441088,4.619752236751548,1.939086294416243
480,5.196373342371733,4.602546455609085,1.9187817258883246
481,5.158242596280135,4.614590502408809,1.9255499153976308
482,5.139177223234335,4.568134893324157,1.9526226734348562
483,5.128585349320002,4.473503097040606,2.0084602368866324
484,5.098928102359872,4.46662078458362,2.0203045685279184
485,4.8998008727704105,4.425326909841708,2.018612521150592
486,5.278989958903531,4.386613902271163,2.0245346869712355
487,5.278989958903531,4.249827942188576,1.9492385786802027
488,5.278989958903531,4.234342739160358,1.9856175972927241
489,5.278989958903531,4.201651754989676,1.9873096446700504
490,5.278989958903531,4.234342739160358,2.05668358714044
491,5.278989958903531,4.27219545767378,2.1345177664974617
492,5.278989958903531,4.332415691672402,2.3722504230118444
493,5.278989958903531,4.425326909841708,2.3798646362098133
494,5.278989958903531,4.497591190640055,2.370558375634517
495,5.278989958903531,4.479525120440469,2.301184433164128
496,5.278989958903531,4.619752236751548,2.4094754653130286
497,5.278989958903531,4.61200963523744,2.3443316412859563
498,5.278989958903531,4.649002064693738,2.373096446700507
499,5.278989958903531,4.693737095664144,2.378172588832487
500,4.914629496250478,4.6317962835512745,2.4280879864636207
501,4.914629496250478,4.479525120440469,2.3654822335025383
502,4.914629496250478,4.523399862353751,2.434856175972927
503,5.005719611913739,4.503613214039918,2.3629441624365484
504,5.005719611913739,4.529421885753614,2.349407783417935
505,4.842604753633014,4.46662078458362,2.3578680203045685
506,4.865906876244547,4.453716448726773,2.3764805414551606
507,4.865906876244547,4.427047487955955,2.3443316412859563
508,4.865906876244547,4.490708878183069,2.4382402707275803
509,4.865906876244547,4.442532690984171,2.347715736040609
510,4.865906876244547,4.5552305574673095,2.3045685279187813
511,4.999364487565141,4.4898485891259465,2.298646362098138
512,4.57145278142609,4.50705437026841,2.3553299492385786
513,4.57145278142609,4.373709566414316,2.427241962774957
514,4.668898021437953,4.080350997935305,2.399323181049069
515,4.713383891878151,4.168100481761872,2.301184433164128
516,4.8171842562386145,4.270474879559533,2.3316412859560067
517,4.893445748421812,4.290261527873366,2.3138747884940774
518,4.808710757107147,4.290261527873366,2.335871404399323
519,4.762106511884082,4.205953200275292,2.223350253807106
520,4.874380375376012,4.231761871988988,2.2030456852791875
521,4.954878617124941,4.329834824501031,2.3341793570219966
